"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","",""
"NURSING","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","","",""
"Health Care: Intrdis Appr","105","001","","92","3.357","26.1","35.9","26.1","6.5","3.3","1.1",".",".",".",".",".",".","1.1",".",".","."
"Intro to Nursing Practice","212","001","","94","3.617","42.6","41.5","12.8","3.2",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Nursing I","219","001","","51","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Hlth Hist&Patient Assessmnt","301","001","","55","3.818","74.5","20.0","1.8","1.8","1.8",".",".",".",".",".",".",".",".",".",".","."
"Intro-Systematic Investigtn","302","001","","56","3.527","35.7","42.9","16.1","1.8","3.6",".",".",".",".",".",".",".",".",".",".","."
"Narrative Anal-Nursing Prac","306","001","","11","3.591","54.5","9.1","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychopathology & Nursing","310","001","","28","3.554","14.3","82.1","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Alterations in Body Systems","312","001","","26","3.712","57.7","26.9","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health Assessment","317","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Nurs Care-Inpatient Setting","319","001","","32","3.719","59.4","28.1","9.4","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"Community Health Nursing","322","001","","59","3.797","71.2","22.0","3.4","1.7","1.7",".",".",".",".",".",".",".",".",".",".","."
"Fam-cent Perinatl&Ped Nrsng","332","001","","45","3.467","33.3","33.3","28.9","2.2","2.2",".",".",".",".",".",".",".",".",".",".","."
"Theoretical Foundations","341","003","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal&Social Forces-Nursing","401","001","","37","3.419","27.0","37.8","27.0","8.1",".",".",".",".",".",".",".",".",".",".",".","."
"Org Influence-Interdis Prac","415","001","","46","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin III-Com Hlth Nurs Prac","419","001","","53","3.811","69.8","22.6","7.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Concepts-Nurs Practice","422","001","","22","3.682","50.0","40.9","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Essentials-Gerontol Nursing","433","001","","62","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","434","001","","14","3.143","28.6","14.3","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","434","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Nursing Research","","Course Total","","15","3.133","26.7","13.3","33.3","13.3","13.3",".",".",".",".",".",".",".",".",".",".","."
"","437","001","","10","3.600","90.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"","437","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mgmt & Leadershp in Nursing","","Course Total","","11","3.636","90.9",".",".",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"Persons&Family/Complx Needs","449","001","","22","3.886","81.8","13.6","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","470","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","470","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Primary Health Care-School","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"","490","005","","32","3.719","71.9",".","28.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","490","006","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","490","025","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics in Nursing","","Course Total","","43","3.767","76.7",".","23.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Capstone Practicum for RN's","519","001","","9","3.843","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","590","002","","20","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","590","003","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","590","004","","13","3.750","53.8","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","7.7","."
"Contemp Practices-Nursing","","Course Total","","39","3.711","53.8","30.8","12.8",".",".",".",".",".",".",".",".",".",".",".","2.6","."
"Interdis Rur Prim Hlth Care","600","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Assessment-Primary Care","601","001","","28","3.278","14.3","32.1","42.9","7.1",".",".",".","3.6",".",".",".",".",".",".",".","."
"Clinical Mgmt-Adv Nurs Prac","612","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","613","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","613","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 355 of 375",""
