"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"613","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"613","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"613","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"613","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"613","008","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Preceptrshp-Nurse Practitnr","Course Total","","37","3.910","83.8","16.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"672
Clinicl Educ-Nursing Pract","001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"682
Senior Honors Thesis","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","047","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","5","***","","","","","","","","","","","","","","","",""
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","15","3.870","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Nursing Research I","001","","22","3.452","22.7","50.0","13.6","9.1",".",".",".","4.5",".",".",".",".",".",".",".","."
"701
Interpretv Rsch-Health Care","001","","20","3.816","60.0","35.0",".",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"713
Family Process,Hlth&Illness","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","001","","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","002","","13","3.615","38.5","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","004","","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mgt Hlth Probs-Ambul Settng","Course Total","","36","3.721","55.6","36.1","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"719","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Field Stdy-Clinic Nsg","Course Total","","10","4.000","70.0",".",".",".",".",".",".","30.0",".",".",".",".",".",".",".","."
"733
Birth&The Postbirth Period","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
