"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Phy Ther Procedures II","522
001","","23","3.630","43.5","39.1","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cardiovasc&Pulmonry Treatmt","523
001","","35","3.200","14.3","22.9","51.4","11.4",".",".",".",".",".",".",".",".",".",".",".","."
"Foundatns-Phy Ther Practice","527
001","","35","3.314","17.1","45.7","31.4",".","2.9","2.9",".",".",".",".",".",".",".",".",".","."
"","538
001","","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","538
002","","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues I","Course Total","","35","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","540
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","540
002","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues III","Course Total","","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Chldrn-Motor Cont Dysfunctn","635
001","","23","3.804","69.6","21.7","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640
001","","35","3.914","88.6","8.6",".","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Research Practicum","642
034","","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Phy Ther Mgmnt Strategy","665
001","","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"PHY THER
745","Dept. Total","","258","3.539","26.4","15.9","13.6","1.9","0.4","0.4",".",".",".","41.5",".",".",".",".",".","."
