"Third Year Anesthesia","Course Total","90","3.624","44.4","35.6","17.8","1.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.1"
"Individualized 4th Yr Clerk","919
001","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Anesthes Clerkship-CSC","920
001","11","3.882","90.9",".","9.1",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Clin Anesth Clerk-LaCrosse","921
001","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ANESTHES
148","Dept. Total","105","3.670","50.5","30.5","17.1","1.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","5","3.929","80.0","20.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","13","3.654","46.2","38.5","15.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","72","3.630","47.2","31.9","19.4","1.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","14","3.694","57.1","21.4","14.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","7.1"
"Professionals","","104","3.662","50.0","30.8","17.3","1.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.0"
"","Dept. Total","105","3.670","50.5","30.5","17.1","1.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.0"
