"Rehab Med Selective","820
001","","30","3.788","60.0","30.0","6.7",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","3.3"
"Rehabilitatn Med Clerk-CSC","920
001","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Physical Med&Rehab-Marshfld","923
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"RHAB MED
840","Dept. Total","","34","3.787","58.8","32.4","5.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","2.9"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","","2","3.750","50.0","50.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","6","3.929","66.7","16.7",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","16.7"
"Prof Yr 3","","","24","3.758","58.3","33.3","8.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","2","3.833","50.0","50.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","34","3.787","58.8","32.4","5.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","2.9"
"","Dept. Total","","34","3.787","58.8","32.4","5.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","2.9"
