"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PSYCHIATRY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","",""
"Independent Study","699","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","812","001","37","3.581","40.5","45.9","8.1",".","5.4",".",".",".",".",".",".",".",".",".",".","."
"","812","002","36","3.639","66.7","13.9","8.3","2.8","8.3",".",".",".",".",".",".",".",".",".",".","."
"Third Year Psychiatry","","Course Total","73","3.610","53.4","30.1","8.2","1.4","6.8",".",".",".",".",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","910","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","919","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","919","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Behav Med Clerk-LaCrosse","921","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"PsychCons&OutptClerk-CSC/VA","922","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Child Psych Clerk-Mendota","924","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Community Psy Clerk-CSC/MHC","925","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Geriatric Psychiat Clrk-VAH","930","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"PSYCHIAT
814","","Dept. Total","91","3.631","56.0","27.5","7.7","1.1","6.6",".",".",".",".",".",".",".",".",".",".","1.1"
