"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","",""
"NURSING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","",""
"699","052","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","079","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","21","3.986","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Ldrshp in Adv Practc Nursing I","001","27","4.000","96.3",".",".",".",".",".",".",".",".",".",".",".",".","3.7",".","."
"706
Nursing Research","001","25","3.688","72.0","12.0","8.0",".",".",".","4.0",".",".",".",".",".","4.0",".",".","."
"707
Leadership-Adv Practice Nurses","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"722
Adv Prac Nursing Thry: Adults","001","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"726","020","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"726","060","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations APN Clin Pract I","Course Total","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"728","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"728","020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"728","060","5","***","","","","","","","","","",".",".",".",".",".",".","."
"728","061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"APN Clin Appl & Role Dev I","Course Total","12","3.903","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"741
Adv Prac Nrsg Thry-Famly&Child","001","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"751
Adv Prac Nrsg Thry-Psychiatric","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"772
Leadership&Org Decision-Making","001","37","3.757","59.5","35.1","2.7","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"799
Independent Study","078","1","***","","","","","","","","","",".",".",".",".",".",".","."
"803
Adv Rsch Design & Methods I","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"811
Advanced Pathophysiology","001","29","3.793","69.0","24.1","3.4","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"815
Knowledge Developmt in Nursing","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"816
Proseminar in Nursing Research","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"826","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"826","060","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Foundations APN Clin Pract III","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"828","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"828","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"828","060","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Leadership III","Course Total","9","3.909","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"829
Clinical Leadership IV","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"880
Prevention Science","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"906","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Scholarly Project","Course Total","5","***","","","","","","","","","","","","","","","",""
"990","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","078","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2014","","","","","","","","","","","","","","","","","","Page 384 of 403",""
