"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","",""
"Human Resources-Econ Growth","448","001","91","2.876","9.9","13.2","45.1","13.2","11.0","5.5",".",".",".",".",".",".",".","2.2",".","."
"Indust Struct&Comptitv Stratgy","458","001","37","3.838","73.0","21.6","5.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internatl Trade & Finance","464","001","115","2.913","18.3","13.9","33.0","15.7","13.9","3.5","1.7",".",".",".",".",".",".",".",".","."
"Intl Industrial Organizations","467","001","91","3.094","27.5","12.1","30.8","19.8","5.5","1.1","2.2",".",".",".",".",".","1.1",".",".","."
"Agri & Econ Development-Africa","477","001","10","2.950","40.0","10.0","10.0","20.0","10.0",".","10.0",".",".",".",".",".",".",".",".","."
"Economics of Transportation","502","001","29","2.931","17.2","10.3","41.4","10.3","17.2","3.4",".",".",".",".",".",".",".",".",".","."
"Wealth and Income","508","001","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Game Theory & Economic Anal","521","001","42","3.232","31.0","23.8","28.6","4.8","4.8","4.8",".",".",".",".",".",".",".",".","2.4","."
"Law and Economics","522","001","125","3.052","21.6","16.8","30.4","19.2","8.8","0.8","1.6",".",".",".",".",".",".",".","0.8","."
"Quant Mthds-Ag & Appl Econ","526","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","581","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","581","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Mathematical Economics II","606","001","52","3.308","19.2","40.4","26.9","9.6","3.8",".",".",".",".",".",".",".",".",".",".","."
"Housing Economics & Policy","641","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Population and Society","663","001","9","3.167","11.1","44.4","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"Energy Economics","671","001","15","2.893","33.3","6.7","13.3","13.3","20.0",".","6.7",".",".",".",".",".","6.7",".",".","."
"","681","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Directed Study","698","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Mathematical Economics I","703","001","40","3.800","65.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Econ Stats & Econometrics I","709","001","50","3.321","28.0","32.0","28.0","8.0","2.0",".","2.0",".",".",".",".",".",".",".",".","."
"Thry: Microeconomics Seqnce","711","001","51","3.196","23.5","27.5","29.4","11.8","5.9",".","2.0",".",".",".",".",".",".",".",".","."
"Thry: Macroeconomics Seqnce","712","001","37","3.100","18.9","16.2","29.7","24.3","5.4",".",".","2.7",".",".",".",".","2.7",".",".","."
"Econometric Methods","715","001","9","3.722","66.7","11.1","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Applied Econometrics","718","002","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Finance & Fiscal Pol","741","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Labor Economics","750","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Empir Anal-Ind Org&Pub Pol","762","001","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Microeconomic Theory I","805","001","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv International Economics","871","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Recent Advances-Economics","899","001","19","3.973","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp in Math Econ Theory","901","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Industrl Organizatn","903","001","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Econometrics","913","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Labor Economics","955","001","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 28, 2014","","","","","","","","","","","","","","","","","","","Page 197 of 403",""
