"","934
004","","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","934
041","","3","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Extramur Elect-Surgery","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","",""
"Extramur Elec-Emergency Med","936
041","","3","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"SR MED
882","Dept. Total","","97","3.689","58.8","26.8","8.2","1.0","1.0","",".","",".","",".","",".",".","",".","",".","1.0",".","3.1","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","","1","3.500",".","100.0",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","","24","3.395","33.3","20.8","29.2","4.2","4.2","",".","",".","",".","",".",".","",".","",".","4.2",".","4.2","."
"Prof Yr 4","","","72","3.831","68.1","27.8","1.4",".",".","",".","",".","",".","",".",".","",".","",".",".",".","2.8","."
"Professionals","","","97","3.689","58.8","26.8","8.2","1.0","1.0","",".","",".","",".","",".",".","",".","",".","1.0",".","3.1","."
"","Dept. Total","","97","3.689","58.8","26.8","8.2","1.0","1.0","",".","",".","",".","",".",".","",".","",".","1.0",".","3.1","."
