"TERM : 1142","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2013-2014","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY
700","Dept. Total","203","3.555","40.9","11.3","12.8","3.4","3.0","1.0","",".","27.1","",".",".","",".","",".","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","10","3.143","40.0","10.0","20.0","10.0","10.0","10.0","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","65","3.471","47.7","13.8","23.1","6.2","7.7",".","",".",".","",".",".","",".","",".","1.5",".",".","."
"Undergraduates","","78","3.449","48.7","12.8","21.8","6.4","7.7","1.3","",".",".","",".",".","",".","",".","1.3",".",".","."
"Special","","7","3.625","28.6","42.9","14.3",".",".",".","",".","14.3","",".",".","",".","",".",".",".",".","."
"Graduate","","114","3.651","35.1","8.8","7.0","1.8",".","0.9","",".","46.5","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","4","4.000","75.0",".",".",".",".",".","",".","25.0","",".",".","",".","",".",".",".",".","."
"Professionals","","4","4.000","75.0",".",".",".",".",".","",".","25.0","",".",".","",".","",".",".",".",".","."
"","Dept. Total","203","3.555","40.9","11.3","12.8","3.4","3.0","1.0","",".","27.1","",".",".","",".","",".","0.5",".",".","."
