"TERM : 1142","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2013-2014","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - VET MED","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","","",""
"MED SC-V
623","Dept. Total","585","3.574","37.1","4.4","8.7","0.9","1.5","",".","",".","43.8","",".",".","",".","",".","0.3",".","3.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","3","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","3","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","6","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","59","4.000","71.2",".",".",".",".","",".","",".","27.1","",".",".","",".","",".",".",".","1.7","."
"Prof Yr 2","","9","4.000","22.2",".",".",".",".","",".","",".","77.8","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","251","3.443","25.9","10.4","20.3","2.0","3.6","",".","",".","37.8","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","337","4.000","30.3",".",".",".",".","",".","",".","63.8","",".",".","",".","",".","0.6",".","5.3","."
"Professionals","","656","3.570","32.2","4.0","7.8","0.8","1.4","",".","",".","50.8","",".",".","",".","",".","0.3",".","2.9","."
"","Dept. Total","662","3.574","32.8","3.9","7.7","0.8","1.4","",".","",".","50.3","",".",".","",".","",".","0.3",".","2.9","."
