"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"Acute Care Med Cardiol-Milw","Course Total","","3","***","","","","","","","","","","","","","","","",""
"951","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"951","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"951","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulatory Cardiology","Course Total","","3","***","","","","","","","","","","","","","","","",""
"953","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"953","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"953","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dermatology Clerkship-CSC","Course Total","","8","3.958","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"954","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"954","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"954","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dermatology Clerk-Marshfld","Course Total","","3","***","","","","","","","","","","","","","","","",""
"956
Emergency Med Clerkshp-Milw","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"957","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"957","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clrk-Meriter","Course Total","","2","***","","","","","","","","","","","","","","","",""
"958","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"958","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"958","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"958","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"958","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"958","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"958","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Medicine-Green Bay","Course Total","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"960","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"960","041","","9","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"960","042","","7","3.643","28.6","71.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"960","044","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"960","045","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-CSC","Course Total","","24","3.649","29.2","70.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"962","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship-CSC","Course Total","","5","***","","","","","","","","","","","","","","","",""
"965","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerk-CSC","Course Total","","3","***","","","","","","","","","","","","","","","",""
"971","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
