"Clin Anesthes Clerkship-CSC","Course Total","","15","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","921
003","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","921
012","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Anesth Clerk-LaCrosse","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"ANESTHES
148","Dept. Total","","61","3.748","62.3","9.8","26.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.6","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","4","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","27","3.519","44.4","11.1","40.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","3.7","."
"Prof Yr 4","","","30","3.852","73.3","10.0","16.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","57","3.729","59.6","10.5","28.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.8","."
"","Dept. Total","","61","3.748","62.3","9.8","26.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.6","."
