"Musculoskeletal Dysfunction I","676
001","39","3.564","30.8","51.3","17.9",".","",".",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"Clinical Internship IV","703
001","39","",".",".",".",".",".","",".","",".","",".","",".","","100.0",".","",".","",".",".",".","."
"Independent Study","799
036","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"PHY THER
745","Dept. Total","400","3.646","43.8","29.0","7.5",".","",".","",".","",".","",".","",".","19.5","",".","",".","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","4.000","66.7",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","33.3",".",".","."
"Junior","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","5","3.857","60.0","20.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","20.0",".",".","."
"Prof Yr 1","","161","3.610","48.4","41.0","10.6",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","195","3.677","48.2","25.1","6.7",".","",".","",".","",".","",".","",".","20.0","",".","",".",".",".",".","."
"Prof Yr 3","","39","",".",".",".",".","",".","",".","",".","",".","",".","100.0","",".","",".",".",".",".","."
"Professionals","","395","3.644","43.5","29.1","7.6",".","",".","",".","",".","",".","",".","19.7","",".","",".",".",".",".","."
"","Dept. Total","400","3.646","43.8","29.0","7.5",".","",".","",".","",".","",".","",".","19.5","",".","",".","0.3",".",".","."
