"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"BIOSTATISTICS & MED INFORM","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","",""
"Intro to Biostat Mthd-Pub Hlth","511","001","39","3.744","74.4","2.6","20.5","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biostatistics","541","001","24","3.750","54.2","29.2","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Intro to Clinical Trials II","544","001","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biostats for Pop Hlth","551","001","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Bioinformatics","576","001","16","3.367","43.8","18.8","12.5","12.5",".","6.3",".","6.3",".",".",".",".",".",".",".","."
"Stat Mthds for Clin Trials","641","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Regression Mthds-Pop Hlth","651","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","699","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Computational Cognitive Sci","841","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Computn&Informatcs in Biol&Med","915","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Hlth Informatics-Med Students","918","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"B M I
210","","Dept. Total","114","3.686","58.8","14.9","13.2","2.6",".","0.9",".","6.1",".",".",".",".",".",".","3.5","."
