"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"PEDIATRICS","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","",""
"956","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Hematol-Oncology Clerk-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"965
Pediatric Neurol Clerk-CSC","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Sports Med-CSC","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"967","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Pulmonary Clrk-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"990
Research","070","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"PEDIAT
708","Dept. Total","148","3.770","75.0","16.2","8.1",".","",".","",".","",".","",".","",".",".",".",".",".",".","0.7","."
