"THERAPEUTIC SCI (DEPT-KINES Section","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"105
001
Health Care: Intrdis Appr","","9","3.833","88.9",".","","",".","11.1","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"THER SCI
Dept. Total
939","","9","3.833","88.9","",".","",".","11.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","2.500",".","",".","",".","100.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","1","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","7","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","9","3.833","88.9","",".","",".","11.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","","9","3.833","88.9","",".","",".","11.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
