"TERM : 1142","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2013-2014","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","",""
"","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"726","","","","","","","","","","","","","","","",""
"Drug Interactions","635
001
19","3.711","42.1","57.9",".",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"Nonprescription Medications","638
001
127","3.398","19.7","48.0","25.2","6.3","0.8",".",".",".",".",".",".",".",".",".   
.   
."
"Phmceut","645
001
126","3.839","81.0","6.3","11.1","0.8","0.8",".",".",".",".",".",".",".",".",".   
.   
."
"Biotech&Phmacogenomics","","","","","","","","","","","","","","","",""
"726","272
Dept. Total","3.635","49.6","29.4","16.9","3.3","0.7",".",".",".",".",".",".",".","",".  
.  
.  
."
"January 28, 2014","","","","","","","","","","","","","","","","Page 389 of 403"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
