"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Cardiovasc&Pulmonry Treatmt","523
001","","39","3.859","76.9","17.9","5.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundatns-PT Exam,Eval,Diagnos","527
001","","40","3.775","55.0","45.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","539
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","539
002","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PT Educ&Lifespan Learning Iss","Course Total","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","541
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","541
002","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Culture&Diversity in Hlth Care","Course Total","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin: Tissue Mech & Adaptatns","627
001","","40","3.525","30.0","45.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Control Dysfunction I","635
001","","39","3.615","33.3","56.4","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","642
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","642
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Practicum","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Clinical Medicine I","664
001","","40","3.450","7.5","75.0","17.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction I","676
001","","39","3.564","30.8","51.3","17.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship IV","703
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Independent Study","799
036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PHY THER
745","Dept. Total","","400","3.646","43.8","29.0","7.5",".",".",".",".",".",".","19.5",".",".","0.3",".",".","."
