"","919
008","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
041","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
043","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","","6","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"OPHTHALM
702","Dept. Total","","21","4.000","95.2","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","4.8","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","6","4.000","83.3","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","16.7","."
"Senior","","","5","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","13","4.000","92.3","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","7.7","."
"Prof Yr 3","","","1","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","7","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","8","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","21","4.000","95.2","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","4.8","."
