"COLLEGE:  ALS","","","","","","","","","","","","","","",""
"SUBJECT:  INTERDISCIPLINARY COURSES (C A L S) (494)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time
M","T
W","R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","155","LEC","001","1","09:30 - 10:45","T","","","","","0018 3250","","96","0004723595","P / LIZA CHANG"
"A1","175","SEM","001","1","17:30 - 19:00","T","","","","","0565 0205","","104","0003200726","P / REBECCA LARSON"
"A1","175","SEM","001","1","17:30 - 19:00","T","","","","","0565 0205","","104","0004941667","P / AURELIE RAKOTONDRAFARA"
"A1","250","SEM","001","2","17:30 - 18:30","W","","","","","0482 0383","16","0","0004194820","P / HANNAH BAILEY"
"A1","250","SEM","002","2","17:30 - 18:30","W","","","","","0482 0378","16","0","0004194820","P / HANNAH BAILEY"
"A1","250","SEM","003","2","17:30 - 18:30","W","","","","","0482 0386","17","0","0004194820","P / HANNAH BAILEY"
"A1","250","SEM","004","2","17:30 - 18:30","W","","","","","0482 0375","19","0","0004194820","P / HANNAH BAILEY"
"A1","250","SEM","005","2","17:30 - 18:30","W","","","","","0482 0387","19","0","0004194820","P / HANNAH BAILEY"
"A1","250","SEM","006","2","17:30 - 18:30","W","","","","","0482 0491","19","0","0004194820","P / HANNAH BAILEY"
"A1","250","SEM","007","2","17:30 - 18:30","W","","","","","0482 0394","16","0","0004194820","P / HANNAH BAILEY"
"A1","250","SEM","008","2","17:30 - 18:30","W","","","","","0482 0390","18","0","0004194820","P / HANNAH BAILEY"
"A1","250","SEM","009","2","17:30 - 18:30","W","","","","","0482 0391","18","0","0004194820","P / HANNAH BAILEY"
"A1","250","SEM","010","2","17:30 - 18:30","W","","","","","0482 0374","15","0","0004194820","P / HANNAH BAILEY"
"A1","321","LEC","001","1","15:30 - 17:00","W","","","","","0450 1010","","21","0002600630","P / JAMES NTAMBI"
"A1","681","IND","001","1","-","","","","","","","","1","0004613853","P / AMGAD HANNA"
"A1","681","IND","002","1","-","","","","","","","","1","0002600260","P / COLIN JEFCOATE"
"A1","681","IND","003","1","-","","","","","","","","1","0001580537","P / CHAD VEZINA"
"A1","681","IND","004","1","-","","","","","","","","1","0002600156","P / WILLIAM SUGDEN"
"A1","681","IND","005","1","-","","","","","","","","1","0005298319","P / SEAN SCHOVILLE"
"A1","682","IND","001","1","-","","","","","","","","1","0003012001","P / JON ODORICO"
"A1","682","IND","002","1","-","","","","","","","","1","0006050334","P / JUNSU KANG"
