"TERM : 1192","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2018-2019","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","","",""
"","MEDICAL SCIENCES - VET MED","Section
#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"623","MED SC-V","","","","","","","","","","","","","","","","","","","","","",""
"623","MED SC-V","630
Dept. Total","3.469","35.6","5.7","9.5","1.6","2.1","0.2","",".","44.4","",".",".","",".","",".","0.3",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"623","MED SC-V","","","","","","","","","","","","","","","","","","","","","",""
"","Junior","3","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
