"TERM : 1192","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2018-2019","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","","Section
#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"370","FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"370","FAM MED","113
Dept. Total","3.813","46.9","8.8","8.8","",".","",".","",".","",".","35.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"370","FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Senior","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
