"Reading and Research","890
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
005","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
006","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Advanced Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"MED HIST
452","Dept. Total","159","3.535","47.8","30.8","12.6","4.4","1.3","",".","1.9","1.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.267","26.7","26.7","26.7","13.3","6.7","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","39","3.449","43.6","38.5","7.7","5.1",".","",".","5.1",".","",".",".","",".","",".","",".",".",".","."
"Junior","","46","3.620","54.3","21.7","19.6","2.2","2.2","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","29","3.535","48.3","37.9","3.4","6.9",".","",".","3.4",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","129","3.508","46.5","31.0","13.2","5.4","1.6","",".","2.3",".","",".",".","",".","",".","",".",".",".","."
"Special","","6","3.900","66.7","33.3",".",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","22","3.706","50.0","27.3","13.6",".",".","",".",".","9.1","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","2","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","159","3.535","47.8","30.8","12.6","4.4","1.3","",".","1.9","1.3","",".",".","",".","",".","",".",".",".","."
