"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELL AND REGENERATIVE BIOL Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"217
CRB","","","","","","","","","","","","","","","","","","","","","","","","",""
"CRB
Dept. Total
217","245","3.698","53.5","24.5","7.3","2.9","",".","",".","",".","10.2","",".",".","",".","",".","",".",".",".","1.6"
"Summary by Level","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"217
CRB","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","17","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","32","3.974","96.9","3.1",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","51","3.984","98.0","2.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","192","3.614","41.1","30.7","9.4","3.6","",".","",".","",".","13.0","",".",".","",".","",".","",".",".",".","2.1"
"Dept. Total","245","3.698","53.5","24.5","7.3","2.9","",".","",".","",".","10.2","",".",".","",".","",".","",".",".",".","1.6"
