"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","",""
"Religion in Sickness & Health","102","001","190","3.610","50.5","31.6","10.5","1.6","2.1","1.1","0.5","1.6",".",".",".",".",".","0.5",".","."
"Late Antiquity (200-900 C.E.)","112","001","13","3.654","76.9","7.7",".",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"Intro Topics in Relig St (H)","200","001","36","3.806","61.1","38.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to the Qur'an","206","001","16","3.821","56.3","31.3",".",".",".",".",".","6.3",".",".",".",".","6.3",".",".","."
"West Intell & Rel Hist to 1500","208","001","10","3.450","20.0","50.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Judaism","211","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Biblical Lit","227","001","14","3.679","71.4","7.1","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Genres-Westrn Relig Writing","234","001","6","3.333",".","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Asian Religions","267","001","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Environment: Religion & Ethics","270","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Religion in South Asia","274","001","13","3.500","53.8","38.5",".",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"America and Religions","300","001","20","3.579","45.0","30.0","10.0","10.0",".",".",".",".",".",".",".",".","5.0",".",".","."
"Christian Lit:Matthew-Revelatn","333","001","55","3.760","61.8","30.9",".",".",".",".","1.8","5.5",".",".",".",".",".",".",".","."
"Anthropology of Religion","343","001","12","3.913","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Amish","406","001","17","3.676","70.6","17.6","5.9",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"Art & Relig Prac-Medievl Japan","478","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Religious Studies","500","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Religion-Critical Perspective","600","001","15","3.467","40.0","40.0","6.7",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"Senior Capstone Res & Colloq","601","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Meditation-Buddhism & Hinduism","624","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","681","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
