"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"699","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","102","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","169","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","179","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","184","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","190","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","195","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","199","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","204","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","216","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","218","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","227","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","229","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","230","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","231","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","241","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","242","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","245","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","247","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","249","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","267","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","119","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"710
Improv for Scientists","011","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"902","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"902","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
