"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","",""
"699","030","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","031","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","032","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","034","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","036","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","037","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","043","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","052","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","141","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","143","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","146","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","156","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","166","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","168","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","170","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","173","5","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","27","3.942","88.9","3.7",".","3.7","",".","",".","",".",".","",".",".",".",".",".",".","3.7","."
"799
Ind Reading & Research","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910
Indep Rdg & Rsch-4th Yr Med","007","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","002","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","003","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","007","5","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","008","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","011","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","9","3.688","44.4","33.3","11.1",".","",".","",".","",".",".","",".",".",".",".",".",".","11.1","."
"920
Gen Surgery Clerkship-CSC","002","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"925
Gen Surg Clerk-Marshfield","012","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"938","041","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"938","042","5","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"938","043","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Acting Inpt Internship - Surg","Course Total","9","3.889","77.8","22.2",".",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
"940","007","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","008","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","009","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","010","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","011","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","012","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","046","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adt Orth-Non-Orth Clerk-CSC","Course Total","9","",".",".",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"948
Otolaryngology Clerk-CSC","041","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"949
Clin Otolaryng Clerk-LaCros","007","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"954
Periph Vasculr Clrk-CSC/VAH","007","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","001","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","002","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","","","","","Page 412 of 438",""
