"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"COLLABORATIVE NURSING PRG Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","","","","","",""
"Transitions: Pract & Prof","306
001","","7","3.071","42.9","14.3","28.6",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Health Assessment","317
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Foundations Prof Nursing Pract","407
003","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chronic Care Management","441
003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research & Evidence Base Pract","446
003","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Management","447
003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Info Mgt & Hlthcare Tech","453
003","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Community Health Nursing","454
003","","11","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","490
020","","8","3.625","50.0","37.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","490
022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","490
030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics in Nursing","Course Total","","13","3.538","38.5","38.5","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Capstone Practicum for RN's","519
001","","10","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"CNP
691","Dept. Total","","73","3.712","65.8","21.9","8.2","2.7",".",".","1.4",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","","","","","",""
