"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY
700","Dept. Total","167","3.686","47.3","13.2","12.0","0.6","1.8","",".","",".","19.2","",".",".","",".","3.6","",".",".","2.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","","",".","",".",".","",".",".","100.0","."
"Junior","","20","3.256","35.0","15.0","35.0",".","15.0","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","54","3.748","63.0","20.4","13.0","1.9",".","",".","",".",".","",".",".","",".",".","",".",".","1.9","."
"Undergraduates","","75","3.619","54.7","18.7","18.7","1.3","4.0","",".","",".",".","",".",".","",".",".","",".",".","2.7","."
"Special","","3","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","87","3.757","40.2","8.0","6.9",".",".","",".","",".","35.6","",".",".","",".","6.9","",".",".","2.3","."
"Prof Yr 3","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","2","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","167","3.686","47.3","13.2","12.0","0.6","1.8","",".","",".","19.2","",".",".","",".","3.6","",".",".","2.4","."
