"PEDIATRICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","",""
"699","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","097","","6","3.778","83.3",".",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"699","100","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","102","","8","3.250",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","","43","3.897","79.1","9.3","9.3",".","2.3",".",".",".",".",".",".",".",".",".",".","."
"713
Practicum-Genetic Counselng","005","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"731
Advanced Clinical Genetics","001","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"737
Contemp Pro Iss-Gen Cnslng","001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"741
Interviewing and Counseling","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"744
Biochm Genetics for Counselors","001","","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"812
3rd Year Pediatrics","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"813
Adv Pract-Genetic Counselng","005","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"910
Indep Rdg & Rsch-4th Yr Med","083","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"919","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","16","3.838","62.5","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","6.3","."
"920
Peds Inpatient Elective","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Peds Sub-Intrn Newborn-Milw","Course Total","","2","***","","","","","","","","","","","","","","","",""
"938","041","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"938","042","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"938","043","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"938","044","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Acting Inpt Internship-Peds","Course Total","","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"940","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 14, 2019","","","","","","","","","","","","","","","","","","","Page 394 of 438",""
