"MEDICAL SCIENCES - MED SCH Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","",""
"770
001
Pts, Prof. and Public Health","","174","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"771
001
Body in Balance","","177","",".",".",".",".",".",".",".","94.9","0.6",".",".",".","1.1",".",".","3.4"
"774
001
Invaders and Defense","","168","",".",".",".",".",".",".",".","97.6","0.6",".",".",".",".",".",".","1.8"
"775
001
Mind & Motion","","168","",".",".",".",".",".",".",".","98.8","1.2",".",".",".",".",".",".","."
"810
021","","42","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"810
022","","50","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Course Total
Care Across the Life Cycle","","92","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"811
021","","38","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"811
022","","51","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Course Total
Chronic and Preventive Care","","89","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"812
021","","43","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"812
022","","34","",".",".",".",".",".",".",".","94.1",".",".",".",".",".",".",".","5.9"
"Course Total
Acute Care","","77","",".",".",".",".",".",".",".","97.4",".",".",".",".",".",".",".","2.6"
"813
021","","48","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"813
022","","36","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Course Total
Surgical and Procedural Care","","84","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"902
041","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"902
042","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"902
043","","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"902
044","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"902
045","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"902
046","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Course Total
Ambulatory Acting Internship","","69","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"MED SC-M
Dept. Total
622","","1098","",".",".",".",".",".",".",".","90.1","0.4","8.4",".",".","0.2",".",".","1.0"
"Summary by Level","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","348","",".",".",".",".",".",".",".","97.1","0.9",".",".",".","0.6",".",".","1.4"
"Prof Yr 2","","335","",".",".",".",".",".",".",".","96.7","0.3","1.5",".",".",".",".",".","1.5"
"Prof Yr 3","","344","",".",".",".",".",".",".",".","74.7",".","25.0",".",".",".",".",".","0.3"
"Prof Yr 4","","71","",".",".",".",".",".",".",".","98.6",".","1.4",".",".",".",".",".","."
"Professionals","","1098","",".",".",".",".",".",".",".","90.1","0.4","8.4",".",".","0.2",".",".","1.0"
"Dept. Total","","1098","",".",".",".",".",".",".",".","90.1","0.4","8.4",".",".","0.2",".",".","1.0"
