"PHARMACEUTICAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","",""
"401
Survey of Pharmacology","001","","222","3.291","40.1","19.8","20.7","7.7","8.1","1.8","1.8",".",".",".",".",".",".",".",".","."
"420
Phys/Chem Principles of Drugs","001","","135","3.530","50.4","20.7","20.0","3.7","4.4","0.7",".",".",".",".",".",".",".",".",".","."
"432
Pharmaceutical Biochemistry","001","","135","3.759","74.8","9.6","10.4","4.4",".","0.7",".",".",".",".",".",".",".",".",".","."
"521
Pharmacology I","001","","165","3.552","55.8","16.4","18.8","5.5","1.8","1.2","0.6",".",".",".",".",".",".",".",".","."
"540
Drug Delivery Systems","001","","139","3.288","28.1","28.8","23.7","12.9","5.8","0.7",".",".",".",".",".",".",".",".",".","."
"542
Parenteral Therapy & Nutrition","001","","139","3.662","61.9","15.1","18.7","2.2","2.2",".",".",".",".",".",".",".",".",".",".","."
"558
Lab Techniques-Pharmcol&Toxcol","001","","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"623
Pharmacology III","001","","150","3.687","58.0","24.0","16.0","1.3","0.7",".",".",".",".",".",".",".",".",".",".","."
"625
Toxicology I","001","","24","3.417","37.5","33.3","25.0",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"691
Senior Thesis","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"768
Pharmacokinetics","001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"780
Principles of Pharmaceut Sci","001","","15","3.667","46.7","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"890
Chem-Biology Interface I","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"931","001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"931","002","","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"931","003","","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Pharmaceutical Sci Seminar","Course Total","","55","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","077","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","085","","3","***","","","","","","","","","",".",".",".",".",".",".","."
