"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"Topics-Applied Econometrics","718","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Finance & Fiscal Pol","741","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Labor Economics","750","001","","12","3.625","41.7","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Industrial Organizat Theory","761","001","","19","3.711","63.2","26.3",".","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Microeconomic Theory I","805","001","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv International Economics","871","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","899","001","","17","3.630","47.1","29.4","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","899","002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Recent Advances-Economics","","Course Total","","27","3.760","66.7","18.5","14.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp in Math Econ Theory","901","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Industrl Organizatn","903","001","","24","3.815","95.8",".",".",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"Workshop in Econometrics","913","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Labor Economics","955","001","","23","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Quantitatve Macro-Econ Anal","965","001","","26","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Workshop-Public Economics","968","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Internatl Economics","977","001","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","999","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","","3","***","","","","","","","","","","","","","","","",""
