"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"681","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","10","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"698","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","3","***","","","","","","","","","","","","","","","",""
"699","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","12","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","8.3",".","8.3","."
"704
Ldrshp in Adv Practc Nursing I","001","","32","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"706
Nursing Research","001","","31","3.726","71.0","12.9","6.5","9.7",".",".",".",".",".",".",".",".",".",".",".","."
"722
Adv Prac Nursing Thry: Adults","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"726","010","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"726","020","","10","3.550","30.0","50.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"726","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"726","060","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations APN Clin Pract I","Course Total","","25","3.800","68.0","24.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"728","010","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"728","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"728","021","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"728","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"728","060","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"728","061","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"APN Clin Appl & Role Dev I","Course Total","","25","3.965","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"741
Adv Prac Nrsg Thry-Famly&Child","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Spec Hlth Nd","001","","11","3.850","63.6","27.3",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"751
Adv Prac Nrsg Thry-Psychiatric","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799
Independent Study","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"804
Advanced Qualitative Design","001","","18","3.722","83.3","11.1",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"806
Eval & App Evidence-Based Prac","001","","16","3.967","87.5","6.3",".",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"811
Advanced Pathophysiology","001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
