"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","",""
"944","005","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"944","007","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Cardiology Clerkship","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","","",""
"945","005","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"945","007","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"945","011","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"945","042","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Acute Care Med Cardiol-Milw","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","","",""
"949","005","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"949","006","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"949","007","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"949","041","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"AdultCarDiseaseClerk-Mshfld","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","","",""
"951","041","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"951","043","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"951","044","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Ambulatory Cardiology","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","","",""
"953","007","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"953","009","3","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"953","010","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"953","011","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"953","012","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Dermatology Clerkship-CSC","Course Total","10","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"954","004","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"954","006","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"954","008","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"954","041","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Dermatology Clerk-Marshfld","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","","",""
"955","002","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"955","003","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"955","004","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"955","006","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Hepatology","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","","",""
"962","003","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","004","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","005","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","009","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","041","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","045","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship","Course Total","6","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"965","002","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","003","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","004","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","007","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
