"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RADIOLOGY","Section","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RADIOL
832","Dept. Total","","45","3.936","77.8","4.4","4.4","",".","",".","",".","",".","13.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","5","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","6","3.813","83.3",".","16.7","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","4","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","35","3.949","74.3","5.7","2.9","",".","",".","",".","",".","17.1","",".",".","",".","",".","",".",".",".","."
"Professionals","","","39","3.957","76.9","5.1","2.6","",".","",".","",".","",".","15.4","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","45","3.936","77.8","4.4","4.4","",".","",".","",".","",".","13.3","",".",".","",".","",".","",".",".",".","."
