"","920
043","","1","***","","","","","","","","","","","","","","","",".",".",".","",".","",".",".","."
"","920
045","","1","***","","","","","","","","","","","","","","","",".",".",".","",".","",".",".","."
"Clrkshp Fam Med&Prac-Madisn","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"Univ Hsp Fam Prac Sub-Intrn","935
042","","1","***","","","","","","","","","","","","","","","",".",".",".","",".","",".",".","."
"FAM MED
370","Dept. Total","","25","3.895","20.0","4.0","",".",".","",".","",".","",".","",".","",".","64.0","12.0","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".",".","",".","",".",".",".","."
"Graduate","","","1","",".",".","",".",".","",".","",".","",".","",".","",".","100.0",".","",".","",".",".",".","."
"Prof Yr 1","","","11","",".",".","",".",".","",".","",".","",".","",".","",".","81.8","18.2","",".","",".",".",".","."
"Prof Yr 2","","","6","",".",".","",".",".","",".","",".","",".","",".","",".","100.0",".","",".","",".",".",".","."
"Prof Yr 3","","","2","4.000","50.0",".","",".",".","",".","",".","",".","",".","",".",".","50.0","",".","",".",".",".","."
"Prof Yr 4","","","4","3.846","75.0","25.0","",".",".","",".","",".","",".","",".","",".",".",".","",".","",".",".",".","."
"Professionals","","","23","3.882","17.4","4.3","",".",".","",".","",".","",".","",".","",".","65.2","13.0","",".","",".",".",".","."
"","Dept. Total","","25","3.895","20.0","4.0","",".",".","",".","",".","",".","",".","",".","64.0","12.0","",".","",".",".",".","."
