"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"615","021","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"615","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"615","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"615","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"615","050","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac III","Course Total","","33","3.990","97.0","3.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"698
Directed Study in Nursing","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","7","3.944","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Nursing Research I","001","","25","3.660","52.0","28.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Interpretv Rsch-Health Care","001","","25","3.800","64.0","32.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"702
Hlth Promo&Disease Prevention","001","","23","3.717","60.9","26.1","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"703
Hlth Care & Public Policy-US","001","","25","3.540","44.0","28.0","20.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"704
Leadershp-Roles,Ethics,Care","001","","28","3.643","39.3","50.0","10.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"713
Family Process,Hlth&Illness","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"715","010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"715","020","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"715","050","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Preventn&Mgmt-Hlth Probs I","Course Total","","25","3.860","76.0","20.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"716
Preventn&Mgmt-Hlth Probs II","040","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"717","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"717","050","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Preventn&Mgmt-Hlth Probs III","Course Total","","10","3.955","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"719","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 377 of 396",""
