"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","",""
"Infect Disease Clerkshp-VAH","972","041","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Infectious Disease-Marshfld","973","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Infect Disease Clerk-Milw","974","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pulmonary Disease Clerk-CSC","981","042","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","985","041","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","985","042","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","985","044","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine-CSC","","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"Clin Elect Rheumtol-CSC/VAH","988","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","990","081","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"MEDICINE
632","","Dept. Total","256","3.517","32.8","28.5","18.8","0.8","",".","",".","",".","16.0","",".",".",".","3.1",".",".",".","."
