"TERM : 1044","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2003-2004","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"NEUROPHYSIOLOGY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"680
NEUROPHY","","","","","","","","","","","","","","","",""
"Neurobi II:Intr-Brain&Behav","524
001
4","***","","","","","","","","","",".",".",".",".",".   
.   
."
"NEUROPHY
680","4
Dept. Total","3.250",".","50.0","50.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"680
NEUROPHY","","","","","","","","","","","","","","","",""
"Sophomore","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Senior","3","3.333",".","66.7","33.3",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","4","3.250",".","50.0","50.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
4","3.250",".","50.0","50.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"April 02, 2013","","","","","","","","","","","","","","","","Page 347 of 396"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
