"","775
021","1","***","","","","","","","","","","","",".",".",".","",".",".",".","."
"","775
023","3","***","","","","","","","","","","","",".",".",".","",".",".",".","."
"","775
028","1","***","","","","","","","","","","","",".",".",".","",".",".",".","."
"Externship","Course Total","27","",".",".",".",".",".","",".","",".","100.0",".",".",".","",".",".",".",".","."
"MED SC-V
623","Dept. Total","1122","3.438","26.6","3.2","5.6","0.6","1.4","",".","",".","62.4",".",".",".","",".","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".","",".","",".",".",".",".",".","",".",".",".",".","."
"Junior","","1","4.000","100.0",".",".",".",".","",".","",".",".",".",".",".","",".",".",".",".","."
"Undergraduates","","2","4.000","100.0",".",".",".",".","",".","",".",".",".",".",".","",".",".",".",".","."
"Special","","9","4.000","22.2",".",".",".",".","",".","",".","77.8",".",".",".","",".",".",".",".","."
"Prof Yr 1","","288","3.530","10.4","10.1","8.0","0.3",".","",".","",".","70.5",".",".",".","",".","0.3",".","0.3","."
"Prof Yr 2","","116","4.000","3.4",".",".",".",".","",".","",".","96.6",".",".",".","",".",".",".",".","."
"Prof Yr 3","","304","2.982","22.0","2.0","13.2","2.0","5.3","",".","",".","55.6",".",".",".","",".",".",".",".","."
"Prof Yr 4","","403","3.992","47.9","0.2",".",".",".","",".","",".","51.9",".",".",".","",".",".",".",".","."
"Professionals","","1111","3.434","26.5","3.2","5.7","0.6","1.4","",".","",".","62.4",".",".",".","",".","0.1",".","0.1","."
"","Dept. Total","1122","3.438","26.6","3.2","5.6","0.6","1.4","",".","",".","62.4",".",".",".","",".","0.1",".","0.1","."
