"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - MED SCH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","",""
"","699
024","21","",".",".",".",".",".",".",".","95.2",".",".",".",".",".",".","4.8","."
"","699
027","24","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","699
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
030","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","50","4.000","8.0",".",".",".",".",".",".","90.0",".",".",".",".",".",".","2.0","."
"Infection and Immunity II","001
702","157","3.551","36.9","42.0","15.3","5.7",".",".",".",".",".",".",".",".",".",".",".","."
"Gastrointestinal/Hepatic Sys","707
001","154","3.471","38.3","27.9","23.4","10.4",".",".",".",".",".",".",".",".",".",".",".","."
"Renal","709
041","153","3.376","21.6","47.1","20.3","9.8","0.7",".","0.7",".",".",".",".",".",".",".",".","."
"Male/Female Endocrine Sys","711
001","153","3.657","60.1","13.1","25.5","0.7","0.7",".",".",".",".",".",".",".",".",".",".","."
"Psychiatry","716
001","153","3.415","26.1","40.5","25.5","5.9","2.0",".",".",".",".",".",".",".",".",".",".","."
"Autopsy Pathology","718
001","154","",".",".",".",".",".",".",".","98.1",".",".",".",".","1.3",".","0.6","."
"Pharmacology II","727
001","159","3.682","59.7","18.2","20.8","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"Neuroscience","731
001","149","3.678","52.3","30.9","12.8","1.3","0.7",".",".",".",".",".",".",".","2.0",".",".","."
"Complementry Med-Clin Pract","733
001","18","",".",".",".",".",".",".",".","5.6",".","94.4",".",".",".",".",".","."
"Clin Nutr-Hum Hlth&Disease","734
001","157","3.462","29.3","35.7","33.1","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"Patient, Doctor & Society II","801
001","148","3.874","76.4","20.9","2.0",".",".",".",".",".",".",".",".",".","0.7",".",".","."
"Patient, Doctor & Society 4","807
001","153","3.863","77.8","17.0","5.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"MED SC-M
622","Dept. Total","1758","3.630","41.9","25.7","16.2","3.2","0.3",".","0.1","11.2",".","1.0",".",".","0.3",".","0.1","."
