"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","",""
"Directed Study","699","055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Hlth Care-Diverse Communities","712","001","19","",".",".",".",".",".",".",".",".",".","84.2","15.8",".",".",".",".","."
"Rsch in Fam Med-Wingra FMC","910","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","919","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","920","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","920","045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp Fam Med&Prac-Madisn","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Univ Hsp Fam Prac Sub-Intrn","935","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"FAM MED
370","","Dept. Total","25","3.895","20.0","4.0",".",".",".",".",".",".",".","64.0","12.0",".",".",".",".","."
