"Individualized 4th Yr Clerk","Course Total","32","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","920
002","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
046","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Anesthes Clerkship-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"ANESTHES
148","Dept. Total","104","3.738","55.8","35.6","8.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","3","3.667","66.7",".","33.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","41","3.667","39.0","53.7","7.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","60","3.792","66.7","25.0","8.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","104","3.738","55.8","35.6","8.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","104","3.738","55.8","35.6","8.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
