"","935
042","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","935
043","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","935
045","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Extramural Elec-Primry Care","Course Total","7","3.500","28.6","57.1",".","14.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"SR MED
882","Dept. Total","259","3.521","37.1","35.1","25.5","2.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","5","3.600","40.0","40.0","20.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","119","3.462","25.2","40.3","34.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","135","3.588","47.4","30.4","17.8","4.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","259","3.521","37.1","35.1","25.5","2.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","259","3.521","37.1","35.1","25.5","2.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
