"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"699","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","134","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","163","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","173","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","175","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","179","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","180","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","181","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","182","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","183","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","13","3.904","61.5","23.1",".",".",".",".",".","15.4",".",".",".",".",".",".",".","."
"812","081","","25","3.400","28.0","24.0","48.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","27","3.394","25.9","25.9","44.4","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"812","083","","24","3.396","20.8","37.5","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin Int Med-Basic Clrkship","Course Total","","76","3.397","25.0","28.9","44.7","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"913
Nuclr Med Clrkshp-Marshfld","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","041","","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","042","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"915","044","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Therapeut&Cl Pharmacol-VAH","Course Total","","38","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"919","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","036","","8","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"919","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","16","3.550","18.8","18.8","12.5",".",".",".",".",".",".",".",".","50.0",".",".",".","."
"920","041","","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","042","","11","3.636","45.5","45.5",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"920","043","","17","3.706","52.9","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","044","","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Req 4th Yr Med Subintrnshp","Course Total","","46","3.685","47.8","43.5","6.5","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"921","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","Course Total","","7","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"933
Geriat Subinternshp-CSC/VAH","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 343 of 396",""
