"In Trans:Mythlgy-Scandnavia","342
001","","5","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"A Theme-Medieval Eng Lit","362
001","","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Chaucer's Canterbury Tales","367
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Byzantine Med & Pharmacy","562
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","31","3.258","29.0","22.6","29.0","6.5","6.5","3.2","",".","3.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","5","2.600",".","20.0","40.0","20.0",".","20.0","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","3.375","37.5","12.5","37.5","12.5",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","17","3.357","29.4","29.4","23.5",".","11.8",".","",".","5.9","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","30","3.233","26.7","23.3","30.0","6.7","6.7","3.3","",".","3.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","31","3.258","29.0","22.6","29.0","6.5","6.5","3.2","",".","3.2","",".",".","",".","",".","",".",".",".","."
