"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"105
Health Care: Intrdis Appr","001","","132","3.826","84.8","9.1","2.3","1.5",".","0.8","1.5",".",".",".",".",".",".",".",".","."
"299","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","078","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","083","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","10","3.867","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"302","001","","135","3.719","50.4","43.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"302","002","","19","3.868","78.9","15.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Systematic Investigtn","Course Total","","154","3.737","53.9","39.6","6.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"312
Hum Response-Hlth & Illness II","001","","151","3.419","13.2","58.9","23.8","2.6",".",".",".",".",".",".",".",".","1.3",".",".","."
"319
Nurs Care-Inpatient Setting","001","","151","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"322
Community Health Nursing","001","","69","3.912","84.1","11.6","2.9",".",".",".",".",".",".",".",".",".","1.4",".",".","."
"332
Fam-cent Perinatl&Ped Nrsng","001","","151","3.334","17.9","43.7","28.5","8.6","0.7","0.7",".",".",".",".",".",".",".",".",".","."
"401
Legal&Social Forces-Nursing","001","","143","3.678","49.7","38.5","10.5","0.7","0.7",".",".",".",".",".",".",".",".",".",".","."
"415
Org Influence-Interdis Prac","001","","143","3.920","88.8","9.1","0.7",".","1.4",".",".",".",".",".",".",".",".",".",".","."
"419
Clin III-Com Hlth Nurs Prac","001","","67","3.948","89.6","10.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"422
Adv Concepts-Nurs Practice","001","","73","3.390","15.1","53.4","26.0","5.5",".",".",".",".",".",".",".",".",".",".",".","."
"449
Persons&Family/Complx Needs","001","","74","3.926","86.5","12.2","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"470
School Nursing and Comm Hlth","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"510
Culturally Congruent Practice","001","","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"590","002","","9","3.942","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"590","005","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"590","006","","14","3.821","64.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Practices-Nursing","Course Total","","41","3.931","85.4","14.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","001","","25","3.940","88.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","002","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Assessment","Course Total","","33","3.939","87.9","12.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"605
Phrmcotherpeut-Adv Prac Nurses","001","","34","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"655
Psychopharmacololgy for APNs","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"682","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","022","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","16","3.977","87.5","6.3",".",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"698","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"June 25, 2014","","","","","","","","","","","","","","","","","","","Page 390 of 409",""
