"TERM : 1144","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2013-2014","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","",""
"SR MED
882","152
Dept. Total","3.822","65.8","17.8","5.9",".","0.7",".",".","9.9",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","",""
"Prof Yr 3","18","3.875","44.4","16.7",".",".",".",".",".","38.9",".",".",".",".","",".  
.  
.  
."
