"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"916","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Palliative Care (CSC)","Course Total","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"917
Rsch-Tobacco Preventn&Cessatn","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"918
Hlth Informatics-Med Students","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"919","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"919","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","10","3.818","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","041","","17","3.735","52.9","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","042","","20","3.900","85.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","043","","22","3.591","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","044","","13","3.654","38.5","53.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Req 4th Yr Med Subintrnshp","Course Total","","72","3.722","56.9","30.6","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"921","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","Course Total","","5","***","","","","","","","","","","","","","","","",""
"930","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Women's Health in Primary Care","Course Total","","2","***","","","","","","","","","","","","","","","",""
"933
Geriat Subinternshp-CSC/VAH","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"935","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"935","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"935","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Medical Oncology-Marshfield","Course Total","","3","***","","","","","","","","","","","","","","","",""
"936
Medical Oncology Clinics","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"940","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Allergy & Clinical Immunology","Course Total","","5","***","","","","","","","","","","","","","","","",""
"943","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
