"TERM : 1144","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2013-2014","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY
936","Dept. Total","203","3.777","64.0","21.7","9.9",".","",".","",".","",".","3.0","",".",".","",".","",".","",".",".","1.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","5","4.000","60.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","40.0","."
"Junior","","22","3.980","95.5","4.5",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","20","3.990","95.0","5.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","48","3.987","91.7","4.2",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","4.2","."
"Special","","2","4.000","50.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","50.0","."
"Graduate","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","10","3.677","50.0","20.0","30.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","142","3.720","55.6","28.2","12.0",".","",".","",".","",".","4.2","",".",".","",".","",".","",".",".",".","."
"Professionals","","152","3.716","55.3","27.6","13.2",".","",".","",".","",".","3.9","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","203","3.777","64.0","21.7","9.9",".","",".","",".","",".","3.0","",".",".","",".","",".","",".",".","1.5","."
