"SURGERY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","",""
"921","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clerkship-Meriter","Course Total","","12","3.679","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"926","041","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"926","042","","7","3.429","28.6","28.6","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"926","043","","7","3.357","14.3","42.9","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"926","044","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Surgery for the Non-Surgeon","Course Total","","27","3.556","37.0","37.0","25.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"929","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"929","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Surgery","Course Total","","2","***","","","","","","","","","","","","","","","",""
"940","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adt Orth-Non-Orth Clerk-CSC","Course Total","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"941","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"941","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"941","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"941","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"941","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"941","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adult Orth & Fractures-VAH","Course Total","","6","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"944","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"944","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"944","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Upper Extrem Ortho-Marshfld","Course Total","","4","***","","","","","","","","","","","","","","","",""
"948","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"948","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"948","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"948","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"948","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"948","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Otolaryngology Clerk-CSC","Course Total","","6","3.286",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"949","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"949","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Otolaryng Clerk-LaCros","Course Total","","2","***","","","","","","","","","","","","","","","",""
