"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Principles-Pro Practice&Adm","512
001","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of PT Intervention","534
001","","40","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","540
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","540
002","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychosoc Aspects of Hlth Care","Course Total","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","542
001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","542
002","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Med Ethics,Jurisprudence,Regs","Course Total","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Therapy Externship","601
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Cl Decision Mkng:Neuromus Mech","628
001","","41","3.525","19.5","63.4","14.6",".",".",".",".","2.4",".",".",".",".",".",".",".","."
"Motor Control Dysfunction II","636
001","","39","3.731","48.7","48.7","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640
001","","40","3.692","40.0","55.0","2.5",".",".",".",".",".",".",".",".",".","2.5",".",".","."
"","642
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","642
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Practicum","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Current Iss in Rehab Rsch II","643
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Medicine II","665
001","","40","3.475","15.0","65.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction II","677
001","","39","3.615","33.3","56.4","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship I","700
001","","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship V","704
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship VI","705
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","799
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PHY THER
745","Dept. Total","","562","3.705","39.0","22.2","3.6",".",".",".",".","0.2",".","34.9",".",".","0.2",".",".","."
