"Biostats & Biomed Informatics","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Statistical Methods-Molec Biol","877
001","","6","3.833","66.7","33.3",".",".","",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Computn&Informatcs in Biol&Med","915
001","","7","4.000","57.1",".",".",".","",".",".","",".","42.9",".","",".",".","",".","",".","",".",".","."
"Hlth Informatics-Med Students","918
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"B M I
210","Dept. Total","","55","3.556","47.3","21.8","7.3","5.5","",".","",".","1.8","16.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","2","2.000","50.0",".",".",".","",".","",".","50.0",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","2.000","50.0",".",".",".","",".","",".","50.0",".","",".",".","",".","",".","",".",".",".","."
"Special","","","9","3.423","22.2","55.6","11.1","11.1","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","38","3.660","47.4","18.4","5.3","5.3","",".","",".",".","23.7","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","2","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","3","3.667","66.7",".","33.3",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","1","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","6","3.833","83.3",".","16.7",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","55","3.556","47.3","21.8","7.3","5.5","",".","",".","1.8","16.4","",".",".","",".","",".","",".",".",".","."
