"","919
005","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
006","","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
007","","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","","11","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"OPHTHALM
702","Dept. Total","","29","3.972","93.1","",".","3.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","3.4","."
"Summary by Level","","#","","Ave","A","AB","","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","9","3.905","77.8","",".","11.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","11.1","."
"Undergraduates","","","18","3.956","88.9","",".","5.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","5.6","."
"Prof Yr 4","","","11","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","11","4.000","100.0","",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","29","3.972","93.1","",".","3.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","3.4","."
