"PHARMACEUTICAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","",""
"310
Drugs and Their Actions","001","","207","3.617","66.2","10.1","13.0","4.8","2.4","1.9","0.5","1.0",".",".",".",".",".",".",".","."
"421
Intro-Drug Actn&Delivery II","001","","135","3.081","5.2","36.3","33.3","20.0","5.2",".",".",".",".",".",".",".",".",".",".","."
"430
Biol Interactions w/ Materials","001","","8","3.000",".","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"490
Selected Topics-Pharm Sci","001","","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"522","001","","134","3.541","51.5","17.2","21.6","7.5","2.2",".",".",".",".",".",".",".",".",".",".","."
"522","002","","20","3.675","55.0","25.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pharmacology II","Course Total","","154","3.563","51.9","18.2","21.4","6.5","1.9",".",".",".",".",".",".",".",".",".",".","."
"531
Medicinal Chemistry I","001","","135","3.315","27.4","23.7","37.0","9.6","1.5","0.7",".",".",".",".",".",".",".",".",".","."
"532
Medicinal Chemistry II","001","","134","3.373","41.8","19.4","17.2","14.9","6.7",".",".",".",".",".",".",".",".",".",".","."
"541
Drug Delivery Systems Lab I","001","","134","3.556","44.0","28.4","23.9","2.2","1.5",".",".",".",".",".",".",".",".",".",".","."
"626
Toxicology II","001","","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"679
Pharmacol & Toxicology Seminar","001","","39","3.987","97.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","059","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","33","4.000","97.0",".",".",".",".",".",".",".",".",".",".",".","3.0",".",".","."
"773
Molecular Solids","001","","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"891
Chem-Biology Interface II","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"932","001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"932","002","","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"932","003","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Pharmaceutical Sci Seminar","Course Total","","41","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"990","016","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","017","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","049","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","063","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"June 25, 2014","","","","","","","","","","","","","","","","","","","Page 394 of 409",""
