"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Lt Tran:Dante-Divine Comedy","253","001","20","2.950","10.0","20.0","45.0","10.0","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"Old English","320","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"In Trans:Mythlgy-Scandnavia","342","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"A Theme-Medieval Eng Lit","362","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","367","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Byzantine Med & Pharmacy","562","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","","Dept. Total","31","3.258","29.0","22.6","29.0","6.5","6.5","3.2",".","3.2",".",".",".",".",".",".",".","."
