"","930
008","9","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","930
009","12","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","930
010","11","4.000","100.0",".",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Adv Cardiac Life Supprt (ACLS)","Course Total","60","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"ANESTHES
148","Dept. Total","131","3.633","65.6","10.7","23.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","32","3.500","43.8","18.8","37.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","96","3.679","72.9","7.3","19.8",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","129","3.624","65.1","10.9","24.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","131","3.633","65.6","10.7","23.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
