"Clinical Internship VI","705
001","39","",".",".",".",".","",".",".","",".","",".",".","","100.0",".","",".","",".",".",".","."
"","799
001","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","799
002","5","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","6","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"PHY THER
745","Dept. Total","562","3.705","39.0","22.2","3.6",".","",".","",".","",".","0.2","",".","34.9","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","3","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","1","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","241","3.650","41.9","34.9","6.2",".","",".","",".","",".",".","",".","16.6","",".","",".","0.4",".",".","."
"Prof Yr 2","","200","3.769","57.5","20.5","2.5",".","",".","",".","",".",".","",".","19.5","",".","",".",".",".",".","."
"Prof Yr 3","","117","",".",".",".",".","",".","",".","",".",".","",".","100.0","",".","",".",".",".",".","."
"Professionals","","558","3.703","38.7","22.4","3.6",".","",".","",".","",".",".","",".","35.1","",".","",".","0.2",".",".","."
"","Dept. Total","562","3.705","39.0","22.2","3.6",".","",".","",".","",".","0.2","",".","34.9","",".","",".","0.2",".",".","."
