"TERM : 1144","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2013-2014","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","",""
"","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"726","","","","","","","","","","","","","","","",""
"Safety & Quality-Med Use Sys","608
001
129","3.516","32.6","47.3","12.4","6.2","1.6",".",".",".",".",".",".",".",".",".   
.   
."
"Pharmacist Services Management","631
001
9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"Substnc Abuse&Chem Dependnc","640
001
34","3.956","91.2","8.8",".",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"726","172
Dept. Total","3.591","45.9","39.0","9.3","4.7","1.2",".",".",".",".",".",".",".","",".  
.  
.  
."
"June 25, 2014","","","","","","","","","","","","","","","","Page 396 of 409"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
