"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"698","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","3","***","","","","","","","","","","","","","","","",""
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","","4","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","232","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Hlth Care & Public Policy-US","001","","28","3.946","92.9","3.6","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"719
Indep Field Stdy-Clinic Nsg","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"727","020","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"727","060","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Foundations APN Clin Pract II","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"729","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"729","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"729","060","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"APN Clin Appl & Role Dev II","Course Total","","11","3.826","72.7",".",".",".","9.1",".",".",".",".",".",".",".","18.2",".",".","."
"746
Intrdis Care-Chld/Spec Hlth Nd","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"761
Health Prgm Planning, Eval, QI","001","","42","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"785
Found of Curr Dev&Eval-Nurs Ed","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"786
Found of Teach&Learn in Nursng","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"787
Nursing Education Practicum","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
"802
Ethics & Conduct of Research","002","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"804
Adv Rsch Design & Methods II","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"806
Eval & App Evidence-Based Prac","001","","30","3.467","26.7","43.3","26.7","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"816
Proseminar in Nursing Research","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"818
Patient-centered Research","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"829","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"829","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Leadership IV","Course Total","","4","***","","","","","","","","","","","","","","","",""
"906","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"June 25, 2014","","","","","","","","","","","","","","","","","","","Page 391 of 409",""
