"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"COUNSELING PSYCHOLOGY","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","","",""
"","699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","038","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","040","","18","4.000","94.4",".",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"Independent Reading","","Course Total","","28","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Practicum Activities","700","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Qualitative Research","719","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethnic/Racial Social Dev","726","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Abnormal Behavior & Psychopath","740","001","","28","3.982","96.4","3.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mental Health Diag & Treatment","745","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Qual Rsch Mthds-Educ: Field I","788","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Grp Dynmcs Procssing & Coun.","802","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Supv Practicum in Counseling","806","001","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Supv Internship in Counseling","808","002","","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Prof Dev & Clinical Prac","810","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lifestyle & Career Development","865","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Assess Tech-Couns Psych","890","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cnsl Psy Practicum-Foundation","900","001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum: Supervision","902","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Cnsl Psy Practicum-Advanced","903","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Counseling Psych Externship","904","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch Pract in Counseling Psych","905","001","","10","",".",".",".",".",".",".",".",".",".","80.0",".",".",".",".",".","."
"Rsch Methods in Cnsl Psych II","960","001","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","033","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","","Course Total","","18","",".",".",".",".",".",".",".","72.2",".",".",".","27.8",".",".",".","."
