"MED","","","","","","","","","","","","","","","","","","","","","","",""
"CELL AND REGENERATIVE BIOL Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"217
CRB","","","","","","","","","","","","","","","","","","","","","","",""
"CRB
Dept. Total
217","215","3.665","58.6","21.4","12.6","2.3","0.5","",".","",".","1.9","",".",".","",".","",".","0.9",".","1.9","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"217
CRB","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","6","4.000","83.3",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".","16.7","."
"Junior","16","3.985","93.8","6.3",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","41","3.949","87.8","4.9","2.4",".",".","",".","",".",".","",".",".","",".","",".",".",".","4.9","."
"Undergraduates","63","3.964","88.9","4.8","1.6",".",".","",".","",".",".","",".",".","",".","",".",".",".","4.8","."
"Special","2","***","","","","","","","","","","","","",".","",".","",".",".",".","50.0","."
"Graduate","150","3.584","46.7","28.7","16.7","3.3","0.7","",".","",".","2.7","",".",".","",".","",".","1.3",".",".","."
"Dept. Total","215","3.665","58.6","21.4","12.6","2.3","0.5","",".","",".","1.9","",".",".","",".","",".","0.9",".","1.9","."
